tag_id,name,category,count,right_tag_cn,game
713714,kay_(girls_und_panzer),4,3244,kay_(girls_und_panzer),girls_und_panzer
1450276,cutlass_(girls_und_panzer),4,714,cutlass_(girls_und_panzer),girls_und_panzer
1399517,tippy_(gochiusa),4,2407,tippy_(gochiusa),gochiusa
2039803,murasaki_shion_(gothic_lolita),4,638,murasaki_shion_(gothic_lolita),gothic_lolita
1311252,fighter_(granblue_fantasy),4,882,fighter_(granblue_fantasy),granblue_fantasy
1311289,lyria_(granblue_fantasy),4,963,lyria_(granblue_fantasy),granblue_fantasy
1311294,gran_(granblue_fantasy),4,2345,gran_(granblue_fantasy),granblue_fantasy
1307567,cagliostro_(granblue_fantasy),4,1348,cagliostro_(granblue_fantasy),granblue_fantasy
1318266,clarisse_(granblue_fantasy),4,1027,clarisse_(granblue_fantasy),granblue_fantasy
1318793,zeta_(granblue_fantasy),4,1281,zeta_(granblue_fantasy),granblue_fantasy
1344498,vane_(granblue_fantasy),4,932,vane_(granblue_fantasy),granblue_fantasy
1368529,vyrn_(granblue_fantasy),4,662,vyrn_(granblue_fantasy),granblue_fantasy
1322176,silva_(granblue_fantasy),4,642,silva_(granblue_fantasy),granblue_fantasy
1462589,zooey_(granblue_fantasy),4,779,zooey_(granblue_fantasy),granblue_fantasy
1341416,ferry_(granblue_fantasy),4,1045,ferry_(granblue_fantasy),granblue_fantasy
1341413,djeeta_(granblue_fantasy),4,4001,djeeta_(granblue_fantasy),granblue_fantasy
1462595,andira_(granblue_fantasy),4,855,andira_(granblue_fantasy),granblue_fantasy
1462591,narmaya_(granblue_fantasy),4,3008,narmaya_(granblue_fantasy),granblue_fantasy
1688938,vira_(granblue_fantasy),4,919,vira_(granblue_fantasy),granblue_fantasy
1327917,yuel_(granblue_fantasy),4,704,yuel_(granblue_fantasy),granblue_fantasy
1548047,vikala_(granblue_fantasy),4,1160,vikala_(granblue_fantasy),granblue_fantasy
1326283,jeanne_d'arc_(granblue_fantasy),4,656,jeanne_d'arc_(granblue_fantasy),granblue_fantasy
606875,little_red_riding_hood_(grimm),4,1515,little_red_riding_hood_(grimm),grimm
1249968,little_red_riding_hood_(grimm)_(cosplay),0,769,little_red_riding_hood_(grimm)_(cosplay),grimm)_(cosplay
1376985,roger_(guilty_gear),4,668,roger_(guilty_gear),guilty_gear
554323,may_(guilty_gear),4,1250,may_(guilty_gear),guilty_gear
707204,dizzy_(guilty_gear),4,2671,dizzy_(guilty_gear),guilty_gear
682208,bridget_(guilty_gear),4,2999,bridget_(guilty_gear),guilty_gear
1686868,mr._squeaks_(hakos_baelz),4,674,mr._squeaks_(hakos_baelz),hakos_baelz
1480691,platelet_(hataraku_saibou),4,767,platelet_(hataraku_saibou),hataraku_saibou
1572068,cerberus_(helltaker),4,968,cerberus_(helltaker),helltaker
1571821,modeus_(helltaker),4,1395,modeus_(helltaker),helltaker
1572074,lucifer_(helltaker),4,1618,lucifer_(helltaker),helltaker
1572071,justice_(helltaker),4,1086,justice_(helltaker),helltaker
496190,kabuto_(helmet),0,931,kabuto_(helmet),helmet
1638054,fu_hua_(herrscher_of_sentience),4,1162,fu_hua_(herrscher_of_sentience),herrscher_of_sentience
1584793,raiden_mei_(herrscher_of_thunder),4,786,raiden_mei_(herrscher_of_thunder),herrscher_of_thunder
472787,united_kingdom_(hetalia),4,967,united_kingdom_(hetalia),hetalia
472784,japan_(hetalia),4,1005,japan_(hetalia),hetalia
714995,yuno_(hidamari_sketch),4,1370,yuno_(hidamari_sketch),hidamari_sketch
1535101,azki_(hololive),4,855,azki_(hololive),hololive
1674212,irys_(hololive),4,2379,irys_(hololive),hololive
1619673,puru-see_(hoshizuki_(seigetsu)),4,682,puru-see_(hoshizuki_(seigetsu)),hoshizuki_(seigetsu)
1792537,zabaniyya_(housamo),4,962,zabaniyya_(housamo),housamo
1925037,protagonist_3_(housamo),4,1019,protagonist_3_(housamo),housamo
1251357,diamond_(houseki_no_kuni),4,626,diamond_(houseki_no_kuni),houseki_no_kuni
1853184,kamiyama_high_school_uniform_(hyouka),0,1290,kamiyama_high_school_uniform_(hyouka),hyouka
680146,mary_(ib),4,802,mary_(ib),ib
705643,ib_(ib),4,1073,ib_(ib),ib
684942,garry_(ib),4,828,garry_(ib),ib
1615566,usa-chan_(idolmaster),4,778,usa-chan_(idolmaster),idolmaster
452135,producer_(idolmaster),4,7935,producer_(idolmaster),idolmaster
664499,hino_akane_(idolmaster),4,811,hino_akane_(idolmaster),idolmaster
664406,natalia_(idolmaster),4,849,natalia_(idolmaster),idolmaster
1249795,sailor_swimsuit_(idolmaster),0,651,sailor_swimsuit_(idolmaster),idolmaster
1303014,producer_(idolmaster_cinderella_girls_anime),4,1665,producer_(idolmaster_cinderella_girls_anime),idolmaster_cinderella_girls_anime
2068563,barefoot_sandals_(jewelry),0,1088,barefoot_sandals_(jewelry),jewelry
2003712,tokoyami_towa_(jirai_kei),4,1488,tokoyami_towa_(jirai_kei),jirai_kei
1155353,kars_(jojo),4,1060,kars_(jojo),jojo
1600783,ryoumen_sukuna_(jujutsu_kaisen),4,1180,ryoumen_sukuna_(jujutsu_kaisen),jujutsu_kaisen
1353706,mumei_(kabaneri),4,818,mumei_(kabaneri),kabaneri
1668461,kaf_(kamitsubaki_studio),4,822,kaf_(kamitsubaki_studio),kamitsubaki_studio
1624311,nagi_(kannagi),4,1196,nagi_(kannagi),kannagi
1417248,common_raccoon_(kemono_friends),4,3001,common_raccoon_(kemono_friends),kemono_friends
1417247,japanese_crested_ibis_(kemono_friends),4,1670,japanese_crested_ibis_(kemono_friends),kemono_friends
1413408,small-clawed_otter_(kemono_friends),4,787,small-clawed_otter_(kemono_friends),kemono_friends
1409820,ezo_red_fox_(kemono_friends),4,1528,ezo_red_fox_(kemono_friends),kemono_friends
1409004,african_wild_dog_(kemono_friends),4,665,african_wild_dog_(kemono_friends),kemono_friends
1408885,dhole_(kemono_friends),4,939,dhole_(kemono_friends),kemono_friends
1408392,golden_snub-nosed_monkey_(kemono_friends),4,717,golden_snub-nosed_monkey_(kemono_friends),kemono_friends
1407816,silver_fox_(kemono_friends),4,1615,silver_fox_(kemono_friends),kemono_friends
1407495,eurasian_eagle_owl_(kemono_friends),4,1295,eurasian_eagle_owl_(kemono_friends),kemono_friends
1407467,northern_white-faced_owl_(kemono_friends),4,1631,northern_white-faced_owl_(kemono_friends),kemono_friends
1407120,humboldt_penguin_(kemono_friends),4,948,humboldt_penguin_(kemono_friends),kemono_friends
1406378,shoebill_(kemono_friends),4,2005,shoebill_(kemono_friends),kemono_friends
1406070,jaguar_(kemono_friends),4,1240,jaguar_(kemono_friends),kemono_friends
1405419,lucky_beast_(kemono_friends),4,1941,lucky_beast_(kemono_friends),kemono_friends
1405300,kaban_(kemono_friends),4,5475,kaban_(kemono_friends),kemono_friends
1405299,emperor_penguin_(kemono_friends),4,1190,emperor_penguin_(kemono_friends),kemono_friends
1405059,sand_cat_(kemono_friends),4,744,sand_cat_(kemono_friends),kemono_friends
1405056,lion_(kemono_friends),4,983,lion_(kemono_friends),kemono_friends
1405055,fennec_(kemono_friends),4,2825,fennec_(kemono_friends),kemono_friends
1405054,caracal_(kemono_friends),4,830,caracal_(kemono_friends),kemono_friends
1405052,moose_(kemono_friends),4,816,moose_(kemono_friends),kemono_friends
1405000,serval_(kemono_friends),4,7418,serval_(kemono_friends),kemono_friends
1404427,tsuchinoko_(kemono_friends),4,849,tsuchinoko_(kemono_friends),kemono_friends
1610738,island_fox_(kemono_friends),4,901,island_fox_(kemono_friends),kemono_friends
1405975,grey_wolf_(kemono_friends),4,1532,grey_wolf_(kemono_friends),kemono_friends
1566256,captain_(kemono_friends),4,964,captain_(kemono_friends),kemono_friends
1408788,brown_bear_(kemono_friends),4,859,brown_bear_(kemono_friends),kemono_friends
691588,pit_(kid_icarus),4,993,pit_(kid_icarus),kid_icarus
1901538,scissor_blade_(kill_la_kill),0,2113,scissor_blade_(kill_la_kill),kill_la_kill
542683,sonya_(kill_me_baby),4,1466,sonya_(kill_me_baby),kill_me_baby
485033,sora_(kingdom_hearts),4,1167,sora_(kingdom_hearts),kingdom_hearts
1583984,kino_(kino_no_tabi),4,1034,kino_(kino_no_tabi),kino_no_tabi
1734279,okita_souji_(koha-ace),4,4843,okita_souji_(koha-ace),koha-ace
1734277,oda_nobunaga_(koha-ace),4,1832,oda_nobunaga_(koha-ace),koha-ace
1350741,darkness_(konosuba),4,2082,darkness_(konosuba),konosuba
1351074,wiz_(konosuba),4,715,wiz_(konosuba),konosuba
1351075,yunyun_(konosuba),4,1024,yunyun_(konosuba),konosuba
1719451,crow_(la+_darknesss),4,813,crow_(la+_darknesss),la+_darknesss
660302,ahri_(league_of_legends),4,3689,ahri_(league_of_legends),league_of_legends
1248475,jinx_(league_of_legends),4,1957,jinx_(league_of_legends),league_of_legends
676594,lulu_(league_of_legends),4,978,lulu_(league_of_legends),league_of_legends
1646463,gwen_(league_of_legends),4,1117,gwen_(league_of_legends),league_of_legends
609604,evelynn_(league_of_legends),4,740,evelynn_(league_of_legends),league_of_legends
587354,lux_(league_of_legends),4,1049,lux_(league_of_legends),league_of_legends
597140,katarina_(league_of_legends),4,692,katarina_(league_of_legends),league_of_legends
616166,caitlyn_(league_of_legends),4,944,caitlyn_(league_of_legends),league_of_legends
1716063,soraka_(league_of_legends),4,842,soraka_(league_of_legends),league_of_legends
717909,vi_(league_of_legends),4,914,vi_(league_of_legends),league_of_legends
734427,sona_(league_of_legends),4,1302,sona_(league_of_legends),league_of_legends
1635490,poke_ball_(legends),0,679,poke_ball_(legends),legends
1693037,le_malin_(listless_lapin)_(azur_lane),4,805,le_malin_(listless_lapin)_(azur_lane),listless_lapin)_(azur_lane
1449525,phosphophyllite_(ll),4,762,phosphophyllite_(ll),ll
1420942,yuuki_setsuna_(love_live!),4,1699,yuuki_setsuna_(love_live!),love_live!
1573721,st._louis_(luxurious_wheels)_(azur_lane),4,834,st._louis_(luxurious_wheels)_(azur_lane),luxurious_wheels)_(azur_lane
1403841,yoshida_yuuko_(machikado_mazoku),4,2752,yoshida_yuuko_(machikado_mazoku),machikado_mazoku
1861772,crisis_management_form_(machimazo),0,774,crisis_management_form_(machimazo),machimazo
1402193,nanachi_(made_in_abyss),4,1217,nanachi_(made_in_abyss),made_in_abyss
603070,charlotte_(madoka_magica),4,2728,charlotte_(madoka_magica),madoka_magica
1660217,lucoa_(maidragon),4,1132,lucoa_(maidragon),maidragon
1409154,tohru_(maidragon),4,1684,tohru_(maidragon),maidragon
1398812,kobayashi_(maidragon),4,789,kobayashi_(maidragon),maidragon
1404598,ilulu_(maidragon),4,994,ilulu_(maidragon),maidragon
1362417,elaina_(majo_no_tabitabi),4,1147,elaina_(majo_no_tabitabi),majo_no_tabitabi
1211856,kiki_(majo_no_takkyuubin),4,873,kiki_(majo_no_takkyuubin),majo_no_takkyuubin
1886278,corrin_(male)_(fire_emblem),4,935,corrin_(male)_(fire_emblem),male)_(fire_emblem
1886282,robin_(male)_(fire_emblem),4,1418,robin_(male)_(fire_emblem),male)_(fire_emblem
1886287,byleth_(male)_(fire_emblem),4,1632,byleth_(male)_(fire_emblem),male)_(fire_emblem
1755026,fujimaru_ritsuka_(male)_(polar_chaldea_uniform),4,855,fujimaru_ritsuka_(male)_(polar_chaldea_uniform),male)_(polar_chaldea_uniform
652455,maou_(maoyuu),4,848,maou_(maoyuu),maoyuu
1572164,luma_(mario),4,904,luma_(mario),mario
1181678,boo_(mario),4,1316,boo_(mario),mario
1835765,evangelion_(mecha),0,1244,evangelion_(mecha),mecha
1974818,tarot_(medium),0,1391,tarot_(medium),medium
502652,ink_(medium),0,969,ink_(medium),medium
1610148,poster_(medium),0,1267,poster_(medium),medium
1611666,dakimakura_(medium),0,19942,dakimakura_(medium),medium
1685910,painting_(medium),0,13693,painting_(medium),medium
1645715,zero_(mega_man),4,1038,zero_(mega_man),mega_man
970886,roll_(mega_man),4,1515,roll_(mega_man),mega_man
1645753,roll_caskett_(mega_man),4,739,roll_caskett_(mega_man),mega_man
1719547,sailor_moon_redraw_challenge_(meme),0,1382,sailor_moon_redraw_challenge_(meme),meme
1868991,twitter_strip_game_(meme),0,1099,twitter_strip_game_(meme),meme
1719544,they_had_lots_of_sex_afterwards_(meme),0,1241,they_had_lots_of_sex_afterwards_(meme),meme
1598263,neko_(minato_aqua),4,626,neko_(minato_aqua),minato_aqua
1441207,soap_(modern_warfare_2),4,854,soap_(modern_warfare_2),modern_warfare_2
536053,ghost_(modern_warfare_2),4,950,ghost_(modern_warfare_2),modern_warfare_2
688703,miia_(monster_musume),4,999,miia_(monster_musume),monster_musume
1600181,ness_(mother_2),4,941,ness_(mother_2),mother_2
1370113,sylphiette_(mushoku_tensei),4,836,sylphiette_(mushoku_tensei),mushoku_tensei
1086828,bow_(music),0,1899,bow_(music),music
1493611,kemomimi-chan_(naga_u),4,1710,kemomimi-chan_(naga_u),naga_u
1686891,friend_(nanashi_mumei),4,835,friend_(nanashi_mumei),nanashi_mumei
1972134,vita_(nanoha),4,1871,vita_(nanoha),nanoha
421660,tsunade_(naruto),4,1323,tsunade_(naruto),naruto
1706188,ame-chan_(needy_girl_overdose),4,994,ame-chan_(needy_girl_overdose),needy_girl_overdose
1560546,chocola_(nekopara),4,688,chocola_(nekopara),nekopara
2018082,blanc_(neptunia),4,1349,blanc_(neptunia),neptunia
2018066,noire_(neptunia),4,1589,noire_(neptunia),neptunia
2018038,purple_heart_(neptunia),4,1585,purple_heart_(neptunia),neptunia
2018045,black_heart_(neptunia),4,728,black_heart_(neptunia),neptunia
2018110,neptune_(neptunia),4,1990,neptune_(neptunia),neptunia
2018078,uni_(neptunia),4,684,uni_(neptunia),neptunia
2018079,vert_(neptunia),4,828,vert_(neptunia),neptunia
552918,kaine_(nier),4,877,kaine_(nier),nier
1899592,pod_(nier:automata),4,1285,pod_(nier:automata),nier:automata
1978894,9s_(nier:automata),4,1917,9s_(nier:automata),nier:automata
1978860,2b_(nier:automata),4,8815,2b_(nier:automata),nier:automata
1978848,a2_(nier:automata),4,1093,a2_(nier:automata),nier:automata
1978861,2b_(nier:automata)_(cosplay),0,746,2b_(nier:automata)_(cosplay),nier:automata)_(cosplay
1496206,kuzuha_(nijisanji),4,1003,kuzuha_(nijisanji),nijisanji
1476829,kanae_(nijisanji),4,740,kanae_(nijisanji),nijisanji
1840092,anis_(nikke),4,1062,anis_(nikke),nikke
1814848,takodachi_(ninomae_ina'nis),4,2281,takodachi_(ninomae_ina'nis),ninomae_ina'nis
1695986,tied_up_(nonsexual),0,2785,tied_up_(nonsexual),nonsexual
621741,nyarlathotep_(nyaruko-san),4,884,nyarlathotep_(nyaruko-san),nyaruko-san
1052255,drawing_(object),0,2766,drawing_(object),object
567635,portrait_(object),0,1371,portrait_(object),object
1309232,wallpaper_(object),0,881,wallpaper_(object),object
1925772,volleyball_(object),0,1632,volleyball_(object),object
1925724,basketball_(object),0,3549,basketball_(object),object
1293824,portal_(object),0,827,portal_(object),object
1678267,palette_(object),0,1880,palette_(object),object
548294,nib_pen_(object),0,994,nib_pen_(object),object
527607,magazine_(object),0,2905,magazine_(object),object
816414,joseph_joestar_(old),4,1384,joseph_joestar_(old),old
1643937,sunny_(omori),4,844,sunny_(omori),omori
1653646,aubrey_(omori),4,722,aubrey_(omori),omori
1631590,basil_(omori),4,922,basil_(omori),omori
1349628,fubuki_(one-punch_man),4,1423,fubuki_(one-punch_man),one-punch_man
1349627,saitama_(one-punch_man),4,1226,saitama_(one-punch_man),one-punch_man
1579913,yamato_(one_piece),4,1291,yamato_(one_piece),one_piece
644424,nami_(one_piece),4,4385,nami_(one_piece),one_piece
1827774,sanji_(one_piece),4,2051,sanji_(one_piece),one_piece
417068,heart_(organ),0,780,heart_(organ),organ
1328688,moon_(ornament),0,1856,moon_(ornament),ornament
1328687,earth_(ornament),0,1706,earth_(ornament),ornament
1634607,hoshino_ai_(oshi_no_ko),4,1720,hoshino_ai_(oshi_no_ko),oshi_no_ko
1552959,genderswap_(otf),0,900,genderswap_(otf),otf
1334378,albedo_(overlord),4,1118,albedo_(overlord),overlord
2068458,nekomata_okayu_(oversized_shirt),4,888,nekomata_okayu_(oversized_shirt),oversized_shirt
1295749,tracer_(overwatch),4,1737,tracer_(overwatch),overwatch
1295748,mercy_(overwatch),4,3119,mercy_(overwatch),overwatch
1295903,pharah_(overwatch),4,1107,pharah_(overwatch),overwatch
1338854,mei_(overwatch),4,1595,mei_(overwatch),overwatch
1295790,widowmaker_(overwatch),4,1582,widowmaker_(overwatch),overwatch
654961,shippou_(pattern),0,795,shippou_(pattern),pattern
935914,kazami_yuuka_(pc-98),4,784,kazami_yuuka_(pc-98),pc-98
935917,hakurei_reimu_(pc-98),4,797,hakurei_reimu_(pc-98),pc-98
1193071,yuuki_makoto_(persona_3),4,2549,yuuki_makoto_(persona_3),persona_3
437588,kuma_(persona_4),4,1266,kuma_(persona_4),persona_4
1305340,morgana_(persona_5),4,816,morgana_(persona_5),persona_5
1410489,shower_(place),0,1959,shower_(place),place
1853327,bar_(place),0,3731,bar_(place),place
1622516,earth_(planet),0,4374,earth_(planet),planet
1302628,ace_(playing_card),0,1811,ace_(playing_card),playing_card
674691,elesa_(pokemon),4,1598,elesa_(pokemon),pokemon
1533343,bede_(pokemon),4,1201,bede_(pokemon),pokemon
1906528,carmine_(pokemon),4,720,carmine_(pokemon),pokemon
1906527,kieran_(pokemon),4,1107,kieran_(pokemon),pokemon
674693,skyla_(pokemon),4,1692,skyla_(pokemon),pokemon
467096,leaf_(pokemon),4,1898,leaf_(pokemon),pokemon
1530284,bea_(pokemon),4,2875,bea_(pokemon),pokemon
466818,misty_(pokemon),4,3444,misty_(pokemon),pokemon
1544888,victor_(pokemon),4,1298,victor_(pokemon),pokemon
1533332,marnie_(pokemon),4,5774,marnie_(pokemon),pokemon
1544889,gloria_(pokemon),4,5014,gloria_(pokemon),pokemon
528478,sabrina_(pokemon),4,1200,sabrina_(pokemon),pokemon
544078,lucas_(pokemon),4,1216,lucas_(pokemon),pokemon
717860,rosa_(pokemon),4,5882,rosa_(pokemon),pokemon
567695,cheren_(pokemon),4,1027,cheren_(pokemon),pokemon
956365,mew_(pokemon),4,835,mew_(pokemon),pokemon
516743,lance_(pokemon),4,807,lance_(pokemon),pokemon
1055516,akari_(pokemon),4,2724,akari_(pokemon),pokemon
466360,may_(pokemon),4,6006,may_(pokemon),pokemon
466373,dawn_(pokemon),4,6912,dawn_(pokemon),pokemon
695974,roxie_(pokemon),4,753,roxie_(pokemon),pokemon
1852825,iono_(pokemon),4,2940,iono_(pokemon),pokemon
424220,silver_(pokemon),4,1471,silver_(pokemon),pokemon
544077,kris_(pokemon),4,1503,kris_(pokemon),pokemon
1865424,rika_(pokemon),4,1514,rika_(pokemon),pokemon
557446,ethan_(pokemon),4,2422,ethan_(pokemon),pokemon
1829693,florian_(pokemon),4,1083,florian_(pokemon),pokemon
567872,n_(pokemon),4,1866,n_(pokemon),pokemon
448496,cynthia_(pokemon),4,4340,cynthia_(pokemon),pokemon
553633,lyra_(pokemon),4,2117,lyra_(pokemon),pokemon
1544952,piers_(pokemon),4,1510,piers_(pokemon),pokemon
1544892,raihan_(pokemon),4,3099,raihan_(pokemon),pokemon
1544890,allister_(pokemon),4,945,allister_(pokemon),pokemon
544079,barry_(pokemon),4,703,barry_(pokemon),pokemon
445830,red_(pokemon),4,4387,red_(pokemon),pokemon
693559,ingo_(pokemon),4,875,ingo_(pokemon),pokemon
693558,emmet_(pokemon),4,665,emmet_(pokemon),pokemon
1525756,sonia_(pokemon),4,2153,sonia_(pokemon),pokemon
1526515,nessa_(pokemon),4,2848,nessa_(pokemon),pokemon
1724570,adaman_(pokemon),4,657,adaman_(pokemon),pokemon
1394776,acerola_(pokemon),4,892,acerola_(pokemon),pokemon
1383241,lusamine_(pokemon),4,1813,lusamine_(pokemon),pokemon
1383156,gladion_(pokemon),4,1314,gladion_(pokemon),pokemon
1379601,guzma_(pokemon),4,863,guzma_(pokemon),pokemon
1378262,mallow_(pokemon),4,2057,mallow_(pokemon),pokemon
1829691,juliana_(pokemon),4,1632,juliana_(pokemon),pokemon
1799880,nemona_(pokemon),4,1157,nemona_(pokemon),pokemon
1378260,lana_(pokemon),4,2529,lana_(pokemon),pokemon
1369698,hau_(pokemon),4,919,hau_(pokemon),pokemon
615290,hilda_(pokemon),4,5557,hilda_(pokemon),pokemon
1369674,lillie_(pokemon),4,6697,lillie_(pokemon),pokemon
445831,green_(pokemon),4,1219,green_(pokemon),pokemon
615289,hilbert_(pokemon),4,2281,hilbert_(pokemon),pokemon
575975,iris_(pokemon),4,1298,iris_(pokemon),pokemon
1823213,arven_(pokemon),4,906,arven_(pokemon),pokemon
1337035,leon_(pokemon),4,3088,leon_(pokemon),pokemon
